,model,persona,variant,pid,vda,vda_normalized
5158,llama3.1,Religious,accuracy,58.0,0.62,0.037799999999999945
5159,llama3.1,Religious,accuracy,59.0,0.58,-0.0022000000000000908
5160,llama3.1,Religious,accuracy,60.0,0.5900000000000001,0.007800000000000029
5161,llama3.1,Religious,accuracy,61.0,0.6100000000000001,0.027800000000000047
5162,llama3.1,Religious,accuracy,62.0,0.56,-0.022199999999999998
5163,llama3.1,Religious,accuracy,63.0,0.55,-0.032200000000000006
5164,llama3.1,Religious,accuracy,64.0,0.55,-0.032200000000000006
5165,llama3.1,Religious,accuracy,65.0,0.5900000000000001,0.007800000000000029
5166,llama3.1,Religious,accuracy,66.0,0.5900000000000001,0.007800000000000029
5167,llama3.1,Religious,accuracy,67.0,0.56,-0.022199999999999998
5168,llama3.1,Religious,accuracy,68.0,0.6100000000000001,0.027800000000000047
5169,llama3.1,Religious,accuracy,69.0,0.6,0.017799999999999927
5170,llama3.1,Religious,accuracy,70.0,0.55,-0.032200000000000006
5171,llama3.1,Religious,accuracy,71.0,0.58,-0.0022000000000000908
5172,llama3.1,Religious,accuracy,72.0,0.5700000000000001,-0.012199999999999989
5173,llama3.1,Religious,accuracy,73.0,0.6,0.017799999999999927
5174,llama3.1,Religious,accuracy,74.0,0.56,-0.022199999999999998
5175,llama3.1,Religious,accuracy,75.0,0.5599999999999999,-0.02220000000000011
5176,llama3.1,Religious,accuracy,76.0,0.6,0.017799999999999927
5177,llama3.1,Religious,accuracy,77.0,0.55,-0.032200000000000006
5178,llama3.1,Religious,accuracy,78.0,0.58,-0.0022000000000000908
5179,llama3.1,Religious,accuracy,79.0,0.58,-0.0022000000000000908
5180,llama3.1,Religious,accuracy,80.0,0.5900000000000001,0.007800000000000029
5181,llama3.1,Religious,accuracy,81.0,0.58,-0.0022000000000000908
5182,llama3.1,Religious,accuracy,82.0,0.58,-0.0022000000000000908
5183,llama3.1,Religious,accuracy,83.0,0.6,0.017799999999999927
5184,llama3.1,Religious,accuracy,84.0,0.58,-0.0022000000000000908
5185,llama3.1,Religious,accuracy,85.0,0.5700000000000001,-0.012199999999999989
5186,llama3.1,Religious,accuracy,86.0,0.5900000000000001,0.007800000000000029
5187,llama3.1,Religious,accuracy,87.0,0.5700000000000001,-0.012199999999999989
5188,llama3.1,Religious,accuracy,88.0,0.5599999999999999,-0.02220000000000011
5189,llama3.1,Religious,accuracy,89.0,0.53,-0.052200000000000024
5190,llama3.1,Religious,accuracy,90.0,0.55,-0.032200000000000006
5191,llama3.1,Religious,accuracy,91.0,0.6,0.017799999999999927
5192,llama3.1,Religious,accuracy,92.0,0.51,-0.07220000000000004
5193,llama3.1,Religious,accuracy,93.0,0.63,0.047799999999999954
5194,llama3.1,Religious,accuracy,94.0,0.55,-0.032200000000000006
5195,llama3.1,Religious,accuracy,95.0,0.65,0.06779999999999997
5196,llama3.1,Religious,accuracy,96.0,0.61,0.027799999999999936
5197,llama3.1,Religious,accuracy,97.0,0.5700000000000001,-0.012199999999999989
5198,llama3.1,Religious,accuracy,98.0,0.5700000000000001,-0.012199999999999989
5199,llama3.1,Religious,accuracy,99.0,0.5900000000000001,0.007800000000000029
5200,mistral,Atheist,accuracy,0.0,0.8099999999999999,0.04999999999999993
5201,mistral,Atheist,accuracy,1.0,0.8300000000000001,0.07000000000000006
5202,mistral,Atheist,accuracy,2.0,0.86,0.09999999999999998
5203,mistral,Atheist,accuracy,3.0,0.79,0.030000000000000027
5204,mistral,Atheist,accuracy,4.0,0.79,0.030000000000000027
5205,mistral,Atheist,accuracy,5.0,0.82,0.05999999999999994
5206,mistral,Atheist,accuracy,6.0,0.8300000000000001,0.07000000000000006
5207,mistral,Atheist,accuracy,7.0,0.79,0.030000000000000027
5208,mistral,Atheist,accuracy,8.0,0.82,0.05999999999999994
5209,mistral,Atheist,accuracy,9.0,0.8099999999999999,0.04999999999999993
5210,mistral,Atheist,accuracy,10.0,0.8099999999999999,0.04999999999999993
5211,mistral,Atheist,accuracy,11.0,0.8300000000000001,0.07000000000000006
5212,mistral,Atheist,accuracy,12.0,0.8,0.040000000000000036
5213,mistral,Atheist,accuracy,13.0,0.8099999999999999,0.04999999999999993
5214,mistral,Atheist,accuracy,14.0,0.82,0.05999999999999994
5215,mistral,Atheist,accuracy,15.0,0.8,0.040000000000000036
5216,mistral,Atheist,accuracy,16.0,0.8300000000000001,0.07000000000000006
5217,mistral,Atheist,accuracy,17.0,0.85,0.08999999999999997
5218,mistral,Atheist,accuracy,18.0,0.78,0.020000000000000018
5219,mistral,Atheist,accuracy,19.0,0.82,0.05999999999999994
5220,mistral,Atheist,accuracy,20.0,0.8300000000000001,0.07000000000000006
5221,mistral,Atheist,accuracy,21.0,0.79,0.030000000000000027
5222,mistral,Atheist,accuracy,22.0,0.76,0.0
5223,mistral,Atheist,accuracy,23.0,0.8,0.040000000000000036
5224,mistral,Atheist,accuracy,24.0,0.8,0.040000000000000036
5225,mistral,Atheist,accuracy,25.0,0.8099999999999999,0.04999999999999993
5226,mistral,Atheist,accuracy,26.0,0.8099999999999999,0.04999999999999993
5227,mistral,Atheist,accuracy,27.0,0.8,0.040000000000000036
5228,mistral,Atheist,accuracy,28.0,0.82,0.05999999999999994
5229,mistral,Atheist,accuracy,29.0,0.8,0.040000000000000036
5230,mistral,Atheist,accuracy,30.0,0.82,0.05999999999999994
5231,mistral,Atheist,accuracy,31.0,0.8099999999999999,0.04999999999999993
5232,mistral,Atheist,accuracy,32.0,0.8099999999999999,0.04999999999999993
5233,mistral,Atheist,accuracy,33.0,0.8,0.040000000000000036
5234,mistral,Atheist,accuracy,34.0,0.8099999999999999,0.04999999999999993
5235,mistral,Atheist,accuracy,35.0,0.8300000000000001,0.07000000000000006
5236,mistral,Atheist,accuracy,36.0,0.8300000000000001,0.07000000000000006
5237,mistral,Atheist,accuracy,37.0,0.8099999999999999,0.04999999999999993
5238,mistral,Atheist,accuracy,38.0,0.8099999999999999,0.04999999999999993
5239,mistral,Atheist,accuracy,39.0,0.77,0.010000000000000009
5240,mistral,Atheist,accuracy,40.0,0.8,0.040000000000000036
5241,mistral,Atheist,accuracy,41.0,0.82,0.05999999999999994
5242,mistral,Atheist,accuracy,42.0,0.78,0.020000000000000018
5243,mistral,Atheist,accuracy,43.0,0.8,0.040000000000000036
5244,mistral,Atheist,accuracy,44.0,0.8,0.040000000000000036
5245,mistral,Atheist,accuracy,45.0,0.82,0.05999999999999994
5246,mistral,Atheist,accuracy,46.0,0.78,0.020000000000000018
5247,mistral,Atheist,accuracy,47.0,0.8099999999999999,0.04999999999999993
5248,mistral,Atheist,accuracy,48.0,0.8099999999999999,0.04999999999999993
5249,mistral,Atheist,accuracy,49.0,0.8,0.040000000000000036
5250,mistral,Atheist,accuracy,50.0,0.8,0.040000000000000036
5251,mistral,Atheist,accuracy,51.0,0.82,0.05999999999999994
5252,mistral,Atheist,accuracy,52.0,0.8,0.040000000000000036
5253,mistral,Atheist,accuracy,53.0,0.8,0.040000000000000036
5254,mistral,Atheist,accuracy,54.0,0.8099999999999999,0.04999999999999993
5255,mistral,Atheist,accuracy,55.0,0.8099999999999999,0.04999999999999993
5256,mistral,Atheist,accuracy,56.0,0.79,0.030000000000000027
5257,mistral,Atheist,accuracy,57.0,0.78,0.020000000000000018
5258,mistral,Atheist,accuracy,58.0,0.8099999999999999,0.04999999999999993
5259,mistral,Atheist,accuracy,59.0,0.79,0.030000000000000027
5260,mistral,Atheist,accuracy,60.0,0.8099999999999999,0.04999999999999993
5261,mistral,Atheist,accuracy,61.0,0.8300000000000001,0.07000000000000006
5262,mistral,Atheist,accuracy,62.0,0.79,0.030000000000000027
5263,mistral,Atheist,accuracy,63.0,0.79,0.030000000000000027
5264,mistral,Atheist,accuracy,64.0,0.8300000000000001,0.07000000000000006
5265,mistral,Atheist,accuracy,65.0,0.8400000000000001,0.08000000000000007
5266,mistral,Atheist,accuracy,66.0,0.77,0.010000000000000009
5267,mistral,Atheist,accuracy,67.0,0.75,-0.010000000000000009
5268,mistral,Atheist,accuracy,68.0,0.8099999999999999,0.04999999999999993
5269,mistral,Atheist,accuracy,69.0,0.8,0.040000000000000036
5270,mistral,Atheist,accuracy,70.0,0.8,0.040000000000000036
5271,mistral,Atheist,accuracy,71.0,0.82,0.05999999999999994
5272,mistral,Atheist,accuracy,72.0,0.8,0.040000000000000036
5273,mistral,Atheist,accuracy,73.0,0.82,0.05999999999999994
5274,mistral,Atheist,accuracy,74.0,0.78,0.020000000000000018
5275,mistral,Atheist,accuracy,75.0,0.8300000000000001,0.07000000000000006
5276,mistral,Atheist,accuracy,76.0,0.8,0.040000000000000036
5277,mistral,Atheist,accuracy,77.0,0.8,0.040000000000000036
5278,mistral,Atheist,accuracy,78.0,0.8099999999999999,0.04999999999999993
5279,mistral,Atheist,accuracy,79.0,0.85,0.08999999999999997
5280,mistral,Atheist,accuracy,80.0,0.79,0.030000000000000027
5281,mistral,Atheist,accuracy,81.0,0.8300000000000001,0.07000000000000006
5282,mistral,Atheist,accuracy,82.0,0.8,0.040000000000000036
5283,mistral,Atheist,accuracy,83.0,0.8099999999999999,0.04999999999999993
5284,mistral,Atheist,accuracy,84.0,0.8,0.040000000000000036
5285,mistral,Atheist,accuracy,85.0,0.79,0.030000000000000027
5286,mistral,Atheist,accuracy,86.0,0.82,0.05999999999999994
5287,mistral,Atheist,accuracy,87.0,0.8099999999999999,0.04999999999999993
5288,mistral,Atheist,accuracy,88.0,0.8099999999999999,0.04999999999999993
5289,mistral,Atheist,accuracy,89.0,0.78,0.020000000000000018
5290,mistral,Atheist,accuracy,90.0,0.79,0.030000000000000027
5291,mistral,Atheist,accuracy,91.0,0.78,0.020000000000000018
5292,mistral,Atheist,accuracy,92.0,0.8400000000000001,0.08000000000000007
5293,mistral,Atheist,accuracy,93.0,0.82,0.05999999999999994
5294,mistral,Atheist,accuracy,94.0,0.8099999999999999,0.04999999999999993
5295,mistral,Atheist,accuracy,95.0,0.8099999999999999,0.04999999999999993
5296,mistral,Atheist,accuracy,96.0,0.76,0.0
5297,mistral,Atheist,accuracy,97.0,0.8300000000000001,0.07000000000000006
5298,mistral,Atheist,accuracy,98.0,0.8300000000000001,0.07000000000000006
5299,mistral,Atheist,accuracy,99.0,0.8,0.040000000000000036
5300,mistral,Religious,accuracy,0.0,0.75,-0.010000000000000009
5301,mistral,Religious,accuracy,1.0,0.75,-0.010000000000000009
5302,mistral,Religious,accuracy,2.0,0.77,0.010000000000000009
5303,mistral,Religious,accuracy,3.0,0.76,0.0
5304,mistral,Religious,accuracy,4.0,0.73,-0.030000000000000027
5305,mistral,Religious,accuracy,5.0,0.72,-0.040000000000000036
5306,mistral,Religious,accuracy,6.0,0.77,0.010000000000000009
5307,mistral,Religious,accuracy,7.0,0.75,-0.010000000000000009
5308,mistral,Religious,accuracy,8.0,0.73,-0.030000000000000027
5309,mistral,Religious,accuracy,9.0,0.71,-0.050000000000000044
5310,mistral,Religious,accuracy,10.0,0.77,0.010000000000000009
5311,mistral,Religious,accuracy,11.0,0.77,0.010000000000000009
5312,mistral,Religious,accuracy,12.0,0.76,0.0
5313,mistral,Religious,accuracy,13.0,0.76,0.0
5314,mistral,Religious,accuracy,14.0,0.77,0.010000000000000009
5315,mistral,Religious,accuracy,15.0,0.76,0.0
5316,mistral,Religious,accuracy,16.0,0.72,-0.040000000000000036
5317,mistral,Religious,accuracy,17.0,0.75,-0.010000000000000009
5318,mistral,Religious,accuracy,18.0,0.72,-0.040000000000000036
5319,mistral,Religious,accuracy,19.0,0.77,0.010000000000000009
5320,mistral,Religious,accuracy,20.0,0.72,-0.040000000000000036
5321,mistral,Religious,accuracy,21.0,0.73,-0.030000000000000027
5322,mistral,Religious,accuracy,22.0,0.75,-0.010000000000000009
5323,mistral,Religious,accuracy,23.0,0.74,-0.020000000000000018
5324,mistral,Religious,accuracy,24.0,0.75,-0.010000000000000009
5325,mistral,Religious,accuracy,25.0,0.75,-0.010000000000000009
5326,mistral,Religious,accuracy,26.0,0.74,-0.020000000000000018
5327,mistral,Religious,accuracy,27.0,0.75,-0.010000000000000009
5328,mistral,Religious,accuracy,28.0,0.76,0.0
5329,mistral,Religious,accuracy,29.0,0.77,0.010000000000000009
5330,mistral,Religious,accuracy,30.0,0.76,0.0
5331,mistral,Religious,accuracy,31.0,0.73,-0.030000000000000027
5332,mistral,Religious,accuracy,32.0,0.71,-0.050000000000000044
5333,mistral,Religious,accuracy,33.0,0.71,-0.050000000000000044
5334,mistral,Religious,accuracy,34.0,0.75,-0.010000000000000009
5335,mistral,Religious,accuracy,35.0,0.78,0.020000000000000018
5336,mistral,Religious,accuracy,36.0,0.76,0.0
5337,mistral,Religious,accuracy,37.0,0.72,-0.040000000000000036
5338,mistral,Religious,accuracy,38.0,0.77,0.010000000000000009
5339,mistral,Religious,accuracy,39.0,0.78,0.020000000000000018
5340,mistral,Religious,accuracy,40.0,0.76,0.0
5341,mistral,Religious,accuracy,41.0,0.74,-0.020000000000000018
5342,mistral,Religious,accuracy,42.0,0.72,-0.040000000000000036
5343,mistral,Religious,accuracy,43.0,0.74,-0.020000000000000018
5344,mistral,Religious,accuracy,44.0,0.74,-0.020000000000000018
5345,mistral,Religious,accuracy,45.0,0.72,-0.040000000000000036
5346,mistral,Religious,accuracy,46.0,0.75,-0.010000000000000009
5347,mistral,Religious,accuracy,47.0,0.73,-0.030000000000000027
5348,mistral,Religious,accuracy,48.0,0.74,-0.020000000000000018
5349,mistral,Religious,accuracy,49.0,0.73,-0.030000000000000027
5350,mistral,Religious,accuracy,50.0,0.76,0.0
5351,mistral,Religious,accuracy,51.0,0.73,-0.030000000000000027
5352,mistral,Religious,accuracy,52.0,0.71,-0.050000000000000044
5353,mistral,Religious,accuracy,53.0,0.74,-0.020000000000000018
5354,mistral,Religious,accuracy,54.0,0.8,0.040000000000000036
5355,mistral,Religious,accuracy,55.0,0.76,0.0
5356,mistral,Religious,accuracy,56.0,0.74,-0.020000000000000018
5357,mistral,Religious,accuracy,57.0,0.75,-0.010000000000000009
5358,mistral,Religious,accuracy,58.0,0.73,-0.030000000000000027
5359,mistral,Religious,accuracy,59.0,0.77,0.010000000000000009
5360,mistral,Religious,accuracy,60.0,0.74,-0.020000000000000018
5361,mistral,Religious,accuracy,61.0,0.75,-0.010000000000000009
5362,mistral,Religious,accuracy,62.0,0.75,-0.010000000000000009
5363,mistral,Religious,accuracy,63.0,0.76,0.0
5364,mistral,Religious,accuracy,64.0,0.75,-0.010000000000000009
5365,mistral,Religious,accuracy,65.0,0.76,0.0
5366,mistral,Religious,accuracy,66.0,0.76,0.0
5367,mistral,Religious,accuracy,67.0,0.75,-0.010000000000000009
5368,mistral,Religious,accuracy,68.0,0.74,-0.020000000000000018
5369,mistral,Religious,accuracy,69.0,0.71,-0.050000000000000044
5370,mistral,Religious,accuracy,70.0,0.74,-0.020000000000000018
5371,mistral,Religious,accuracy,71.0,0.75,-0.010000000000000009
5372,mistral,Religious,accuracy,72.0,0.74,-0.020000000000000018
5373,mistral,Religious,accuracy,73.0,0.72,-0.040000000000000036
5374,mistral,Religious,accuracy,74.0,0.75,-0.010000000000000009
5375,mistral,Religious,accuracy,75.0,0.77,0.010000000000000009
5376,mistral,Religious,accuracy,76.0,0.73,-0.030000000000000027
5377,mistral,Religious,accuracy,77.0,0.73,-0.030000000000000027
5378,mistral,Religious,accuracy,78.0,0.75,-0.010000000000000009
5379,mistral,Religious,accuracy,79.0,0.76,0.0
5380,mistral,Religious,accuracy,80.0,0.75,-0.010000000000000009
5381,mistral,Religious,accuracy,81.0,0.72,-0.040000000000000036
5382,mistral,Religious,accuracy,82.0,0.74,-0.020000000000000018
5383,mistral,Religious,accuracy,83.0,0.74,-0.020000000000000018
5384,mistral,Religious,accuracy,84.0,0.75,-0.010000000000000009
5385,mistral,Religious,accuracy,85.0,0.74,-0.020000000000000018
5386,mistral,Religious,accuracy,86.0,0.71,-0.050000000000000044
5387,mistral,Religious,accuracy,87.0,0.71,-0.050000000000000044
5388,mistral,Religious,accuracy,88.0,0.74,-0.020000000000000018
5389,mistral,Religious,accuracy,89.0,0.73,-0.030000000000000027
5390,mistral,Religious,accuracy,90.0,0.76,0.0
5391,mistral,Religious,accuracy,91.0,0.77,0.010000000000000009
5392,mistral,Religious,accuracy,92.0,0.8,0.040000000000000036
5393,mistral,Religious,accuracy,93.0,0.76,0.0
5394,mistral,Religious,accuracy,94.0,0.75,-0.010000000000000009
5395,mistral,Religious,accuracy,95.0,0.73,-0.030000000000000027
5396,mistral,Religious,accuracy,96.0,0.76,0.0
5397,mistral,Religious,accuracy,97.0,0.76,0.0
5398,mistral,Religious,accuracy,98.0,0.71,-0.050000000000000044
5399,mistral,Religious,accuracy,99.0,0.74,-0.020000000000000018
5400,wizardlm2,Atheist,accuracy,0.0,0.58,-0.015300000000000091
5401,wizardlm2,Atheist,accuracy,1.0,0.6100000000000001,0.014700000000000046
5402,wizardlm2,Atheist,accuracy,2.0,0.58,-0.015300000000000091
5403,wizardlm2,Atheist,accuracy,3.0,0.58,-0.015300000000000091
5404,wizardlm2,Atheist,accuracy,4.0,0.5900000000000001,-0.005299999999999971
5405,wizardlm2,Atheist,accuracy,5.0,0.58,-0.015300000000000091
5406,wizardlm2,Atheist,accuracy,6.0,0.5900000000000001,-0.005299999999999971
5407,wizardlm2,Atheist,accuracy,7.0,0.58,-0.015300000000000091
5408,wizardlm2,Atheist,accuracy,8.0,0.5900000000000001,-0.005299999999999971
5409,wizardlm2,Atheist,accuracy,9.0,0.6100000000000001,0.014700000000000046
5410,wizardlm2,Atheist,accuracy,10.0,0.6100000000000001,0.014700000000000046
5411,wizardlm2,Atheist,accuracy,11.0,0.6,0.0046999999999999265
5412,wizardlm2,Atheist,accuracy,12.0,0.5900000000000001,-0.005299999999999971
5413,wizardlm2,Atheist,accuracy,13.0,0.5900000000000001,-0.005299999999999971
5414,wizardlm2,Atheist,accuracy,14.0,0.6,0.0046999999999999265
5415,wizardlm2,Atheist,accuracy,15.0,0.6,0.0046999999999999265
5416,wizardlm2,Atheist,accuracy,16.0,0.62,0.024699999999999944
5417,wizardlm2,Atheist,accuracy,17.0,0.55,-0.04530000000000001
5418,wizardlm2,Atheist,accuracy,18.0,0.5700000000000001,-0.02529999999999999
5419,wizardlm2,Atheist,accuracy,19.0,0.5900000000000001,-0.005299999999999971
5420,wizardlm2,Atheist,accuracy,20.0,0.55,-0.04530000000000001
5421,wizardlm2,Atheist,accuracy,21.0,0.65,0.05469999999999997
5422,wizardlm2,Atheist,accuracy,22.0,0.58,-0.015300000000000091
5423,wizardlm2,Atheist,accuracy,23.0,0.58,-0.015300000000000091
5424,wizardlm2,Atheist,accuracy,24.0,0.58,-0.015300000000000091
5425,wizardlm2,Atheist,accuracy,25.0,0.5900000000000001,-0.005299999999999971
5426,wizardlm2,Atheist,accuracy,26.0,0.5900000000000001,-0.005299999999999971
5427,wizardlm2,Atheist,accuracy,27.0,0.6,0.0046999999999999265
5428,wizardlm2,Atheist,accuracy,28.0,0.5900000000000001,-0.005299999999999971
5429,wizardlm2,Atheist,accuracy,29.0,0.5700000000000001,-0.02529999999999999
5430,wizardlm2,Atheist,accuracy,30.0,0.5700000000000001,-0.02529999999999999
5431,wizardlm2,Atheist,accuracy,31.0,0.58,-0.015300000000000091
5432,wizardlm2,Atheist,accuracy,32.0,0.56,-0.0353
5433,wizardlm2,Atheist,accuracy,33.0,0.6,0.0046999999999999265
5434,wizardlm2,Atheist,accuracy,34.0,0.64,0.04469999999999996
5435,wizardlm2,Atheist,accuracy,35.0,0.6,0.0046999999999999265
5436,wizardlm2,Atheist,accuracy,36.0,0.6,0.0046999999999999265
5437,wizardlm2,Atheist,accuracy,37.0,0.62,0.024699999999999944
5438,wizardlm2,Atheist,accuracy,38.0,0.63,0.03469999999999995
5439,wizardlm2,Atheist,accuracy,39.0,0.5900000000000001,-0.005299999999999971
5440,wizardlm2,Atheist,accuracy,40.0,0.6100000000000001,0.014700000000000046
5441,wizardlm2,Atheist,accuracy,41.0,0.6100000000000001,0.014700000000000046
5442,wizardlm2,Atheist,accuracy,42.0,0.5900000000000001,-0.005299999999999971
5443,wizardlm2,Atheist,accuracy,43.0,0.62,0.024699999999999944
5444,wizardlm2,Atheist,accuracy,44.0,0.6,0.0046999999999999265
5445,wizardlm2,Atheist,accuracy,45.0,0.58,-0.015300000000000091
5446,wizardlm2,Atheist,accuracy,46.0,0.58,-0.015300000000000091
5447,wizardlm2,Atheist,accuracy,47.0,0.6,0.0046999999999999265
5448,wizardlm2,Atheist,accuracy,48.0,0.58,-0.015300000000000091
5449,wizardlm2,Atheist,accuracy,49.0,0.58,-0.015300000000000091
5450,wizardlm2,Atheist,accuracy,50.0,0.63,0.03469999999999995
5451,wizardlm2,Atheist,accuracy,51.0,0.58,-0.015300000000000091
5452,wizardlm2,Atheist,accuracy,52.0,0.5900000000000001,-0.005299999999999971
5453,wizardlm2,Atheist,accuracy,53.0,0.58,-0.015300000000000091
5454,wizardlm2,Atheist,accuracy,54.0,0.5700000000000001,-0.02529999999999999
5455,wizardlm2,Atheist,accuracy,55.0,0.6,0.0046999999999999265
5456,wizardlm2,Atheist,accuracy,56.0,0.58,-0.015300000000000091
5457,wizardlm2,Atheist,accuracy,57.0,0.5900000000000001,-0.005299999999999971
5458,wizardlm2,Atheist,accuracy,58.0,0.6100000000000001,0.014700000000000046
5459,wizardlm2,Atheist,accuracy,59.0,0.64,0.04469999999999996
5460,wizardlm2,Atheist,accuracy,60.0,0.6100000000000001,0.014700000000000046
5461,wizardlm2,Atheist,accuracy,61.0,0.6100000000000001,0.014700000000000046
5462,wizardlm2,Atheist,accuracy,62.0,0.6,0.0046999999999999265
5463,wizardlm2,Atheist,accuracy,63.0,0.62,0.024699999999999944
5464,wizardlm2,Atheist,accuracy,64.0,0.64,0.04469999999999996
5465,wizardlm2,Atheist,accuracy,65.0,0.5700000000000001,-0.02529999999999999
5466,wizardlm2,Atheist,accuracy,66.0,0.61,0.014699999999999935
5467,wizardlm2,Atheist,accuracy,67.0,0.5700000000000001,-0.02529999999999999
5468,wizardlm2,Atheist,accuracy,68.0,0.5900000000000001,-0.005299999999999971
5469,wizardlm2,Atheist,accuracy,69.0,0.5900000000000001,-0.005299999999999971
5470,wizardlm2,Atheist,accuracy,70.0,0.6,0.0046999999999999265
5471,wizardlm2,Atheist,accuracy,71.0,0.61,0.014699999999999935
5472,wizardlm2,Atheist,accuracy,72.0,0.5900000000000001,-0.005299999999999971
5473,wizardlm2,Atheist,accuracy,73.0,0.66,0.06469999999999998
5474,wizardlm2,Atheist,accuracy,74.0,0.5900000000000001,-0.005299999999999971
5475,wizardlm2,Atheist,accuracy,75.0,0.6100000000000001,0.014700000000000046
5476,wizardlm2,Atheist,accuracy,76.0,0.5700000000000001,-0.02529999999999999
5477,wizardlm2,Atheist,accuracy,77.0,0.5700000000000001,-0.02529999999999999
5478,wizardlm2,Atheist,accuracy,78.0,0.67,0.07469999999999999
5479,wizardlm2,Atheist,accuracy,79.0,0.6,0.0046999999999999265
5480,wizardlm2,Atheist,accuracy,80.0,0.6,0.0046999999999999265
5481,wizardlm2,Atheist,accuracy,81.0,0.6100000000000001,0.014700000000000046
5482,wizardlm2,Atheist,accuracy,82.0,0.5900000000000001,-0.005299999999999971
5483,wizardlm2,Atheist,accuracy,83.0,0.58,-0.015300000000000091
5484,wizardlm2,Atheist,accuracy,84.0,0.5700000000000001,-0.02529999999999999
5485,wizardlm2,Atheist,accuracy,85.0,0.5700000000000001,-0.02529999999999999
5486,wizardlm2,Atheist,accuracy,86.0,0.64,0.04469999999999996
5487,wizardlm2,Atheist,accuracy,87.0,0.65,0.05469999999999997
5488,wizardlm2,Atheist,accuracy,88.0,0.55,-0.04530000000000001
5489,wizardlm2,Atheist,accuracy,89.0,0.61,0.014699999999999935
5490,wizardlm2,Atheist,accuracy,90.0,0.58,-0.015300000000000091
5491,wizardlm2,Atheist,accuracy,91.0,0.6,0.0046999999999999265
5492,wizardlm2,Atheist,accuracy,92.0,0.6,0.0046999999999999265
5493,wizardlm2,Atheist,accuracy,93.0,0.63,0.03469999999999995
5494,wizardlm2,Atheist,accuracy,94.0,0.61,0.014699999999999935
5495,wizardlm2,Atheist,accuracy,95.0,0.5900000000000001,-0.005299999999999971
5496,wizardlm2,Atheist,accuracy,96.0,0.5700000000000001,-0.02529999999999999
5497,wizardlm2,Atheist,accuracy,97.0,0.58,-0.015300000000000091
5498,wizardlm2,Atheist,accuracy,98.0,0.6,0.0046999999999999265
5499,wizardlm2,Atheist,accuracy,99.0,0.58,-0.015300000000000091
5500,wizardlm2,Religious,accuracy,0.0,0.6100000000000001,0.014700000000000046
5501,wizardlm2,Religious,accuracy,1.0,0.5900000000000001,-0.005299999999999971
5502,wizardlm2,Religious,accuracy,2.0,0.6100000000000001,0.014700000000000046
5503,wizardlm2,Religious,accuracy,3.0,0.58,-0.015300000000000091
5504,wizardlm2,Religious,accuracy,4.0,0.6100000000000001,0.014700000000000046
5505,wizardlm2,Religious,accuracy,5.0,0.6,0.0046999999999999265
5506,wizardlm2,Religious,accuracy,6.0,0.62,0.024699999999999944
5507,wizardlm2,Religious,accuracy,7.0,0.6,0.0046999999999999265
5508,wizardlm2,Religious,accuracy,8.0,0.5900000000000001,-0.005299999999999971
5509,wizardlm2,Religious,accuracy,9.0,0.63,0.03469999999999995
5510,wizardlm2,Religious,accuracy,10.0,0.6100000000000001,0.014700000000000046
5511,wizardlm2,Religious,accuracy,11.0,0.5900000000000001,-0.005299999999999971
5512,wizardlm2,Religious,accuracy,12.0,0.5900000000000001,-0.005299999999999971
5513,wizardlm2,Religious,accuracy,13.0,0.58,-0.015300000000000091
5514,wizardlm2,Religious,accuracy,14.0,0.62,0.024699999999999944
5515,wizardlm2,Religious,accuracy,15.0,0.5900000000000001,-0.005299999999999971
5516,wizardlm2,Religious,accuracy,16.0,0.54,-0.055300000000000016
5517,wizardlm2,Religious,accuracy,17.0,0.6100000000000001,0.014700000000000046
5518,wizardlm2,Religious,accuracy,18.0,0.5900000000000001,-0.005299999999999971
5519,wizardlm2,Religious,accuracy,19.0,0.6100000000000001,0.014700000000000046
5520,wizardlm2,Religious,accuracy,20.0,0.6,0.0046999999999999265
5521,wizardlm2,Religious,accuracy,21.0,0.6,0.0046999999999999265
5522,wizardlm2,Religious,accuracy,22.0,0.5700000000000001,-0.02529999999999999
5523,wizardlm2,Religious,accuracy,23.0,0.6,0.0046999999999999265
5524,wizardlm2,Religious,accuracy,24.0,0.5900000000000001,-0.005299999999999971
5525,wizardlm2,Religious,accuracy,25.0,0.5700000000000001,-0.02529999999999999
5526,wizardlm2,Religious,accuracy,26.0,0.6,0.0046999999999999265
5527,wizardlm2,Religious,accuracy,27.0,0.62,0.024699999999999944
5528,wizardlm2,Religious,accuracy,28.0,0.6,0.0046999999999999265
5529,wizardlm2,Religious,accuracy,29.0,0.58,-0.015300000000000091
5530,wizardlm2,Religious,accuracy,30.0,0.5599999999999999,-0.03530000000000011
5531,wizardlm2,Religious,accuracy,31.0,0.6,0.0046999999999999265
5532,wizardlm2,Religious,accuracy,32.0,0.56,-0.0353
5533,wizardlm2,Religious,accuracy,33.0,0.61,0.014699999999999935
5534,wizardlm2,Religious,accuracy,34.0,0.5900000000000001,-0.005299999999999971
5535,wizardlm2,Religious,accuracy,35.0,0.6,0.0046999999999999265
5536,wizardlm2,Religious,accuracy,36.0,0.6100000000000001,0.014700000000000046
5537,wizardlm2,Religious,accuracy,37.0,0.6100000000000001,0.014700000000000046
5538,wizardlm2,Religious,accuracy,38.0,0.6,0.0046999999999999265
5539,wizardlm2,Religious,accuracy,39.0,0.58,-0.015300000000000091
