,model,persona,variant,pid,vda,vda_normalized
6278,gpt-4o-mini,College,cot,78.0,0.8099999999999999,-0.0038000000000000256
6279,gpt-4o-mini,College,cot,79.0,0.78,-0.03379999999999994
6280,gpt-4o-mini,College,cot,80.0,0.8,-0.013799999999999923
6281,gpt-4o-mini,College,cot,81.0,0.82,0.006199999999999983
6282,gpt-4o-mini,College,cot,82.0,0.8099999999999999,-0.0038000000000000256
6283,gpt-4o-mini,College,cot,83.0,0.78,-0.03379999999999994
6284,gpt-4o-mini,College,cot,84.0,0.79,-0.023799999999999932
6285,gpt-4o-mini,College,cot,85.0,0.8099999999999999,-0.0038000000000000256
6286,gpt-4o-mini,College,cot,86.0,0.8,-0.013799999999999923
6287,gpt-4o-mini,College,cot,87.0,0.8,-0.013799999999999923
6288,gpt-4o-mini,College,cot,88.0,0.82,0.006199999999999983
6289,gpt-4o-mini,College,cot,89.0,0.8099999999999999,-0.0038000000000000256
6290,gpt-4o-mini,College,cot,90.0,0.8,-0.013799999999999923
6291,gpt-4o-mini,College,cot,91.0,0.79,-0.023799999999999932
6292,gpt-4o-mini,College,cot,92.0,0.8,-0.013799999999999923
6293,gpt-4o-mini,College,cot,93.0,0.79,-0.023799999999999932
6294,gpt-4o-mini,College,cot,94.0,0.8,-0.013799999999999923
6295,gpt-4o-mini,College,cot,95.0,0.8,-0.013799999999999923
6296,gpt-4o-mini,College,cot,96.0,0.76,-0.05379999999999996
6297,gpt-4o-mini,College,cot,97.0,0.78,-0.03379999999999994
6298,gpt-4o-mini,College,cot,98.0,0.79,-0.023799999999999932
6299,gpt-4o-mini,College,cot,99.0,0.8,-0.013799999999999923
6300,gpt-4o-mini,High School,cot,0.0,0.77,-0.04379999999999995
6301,gpt-4o-mini,High School,cot,1.0,0.78,-0.03379999999999994
6302,gpt-4o-mini,High School,cot,2.0,0.76,-0.05379999999999996
6303,gpt-4o-mini,High School,cot,3.0,0.76,-0.05379999999999996
6304,gpt-4o-mini,High School,cot,4.0,0.78,-0.03379999999999994
6305,gpt-4o-mini,High School,cot,5.0,0.79,-0.023799999999999932
6306,gpt-4o-mini,High School,cot,6.0,0.76,-0.05379999999999996
6307,gpt-4o-mini,High School,cot,7.0,0.78,-0.03379999999999994
6308,gpt-4o-mini,High School,cot,8.0,0.78,-0.03379999999999994
6309,gpt-4o-mini,High School,cot,9.0,0.77,-0.04379999999999995
6310,gpt-4o-mini,High School,cot,10.0,0.75,-0.06379999999999997
6311,gpt-4o-mini,High School,cot,11.0,0.79,-0.023799999999999932
6312,gpt-4o-mini,High School,cot,12.0,0.78,-0.03379999999999994
6313,gpt-4o-mini,High School,cot,13.0,0.78,-0.03379999999999994
6314,gpt-4o-mini,High School,cot,14.0,0.77,-0.04379999999999995
6315,gpt-4o-mini,High School,cot,15.0,0.79,-0.023799999999999932
6316,gpt-4o-mini,High School,cot,16.0,0.76,-0.05379999999999996
6317,gpt-4o-mini,High School,cot,17.0,0.77,-0.04379999999999995
6318,gpt-4o-mini,High School,cot,18.0,0.79,-0.023799999999999932
6319,gpt-4o-mini,High School,cot,19.0,0.78,-0.03379999999999994
6320,gpt-4o-mini,High School,cot,20.0,0.77,-0.04379999999999995
6321,gpt-4o-mini,High School,cot,21.0,0.77,-0.04379999999999995
6322,gpt-4o-mini,High School,cot,22.0,0.78,-0.03379999999999994
6323,gpt-4o-mini,High School,cot,23.0,0.77,-0.04379999999999995
6324,gpt-4o-mini,High School,cot,24.0,0.76,-0.05379999999999996
6325,gpt-4o-mini,High School,cot,25.0,0.78,-0.03379999999999994
6326,gpt-4o-mini,High School,cot,26.0,0.76,-0.05379999999999996
6327,gpt-4o-mini,High School,cot,27.0,0.74,-0.07379999999999998
6328,gpt-4o-mini,High School,cot,28.0,0.75,-0.06379999999999997
6329,gpt-4o-mini,High School,cot,29.0,0.78,-0.03379999999999994
6330,gpt-4o-mini,High School,cot,30.0,0.78,-0.03379999999999994
6331,gpt-4o-mini,High School,cot,31.0,0.78,-0.03379999999999994
6332,gpt-4o-mini,High School,cot,32.0,0.76,-0.05379999999999996
6333,gpt-4o-mini,High School,cot,33.0,0.78,-0.03379999999999994
6334,gpt-4o-mini,High School,cot,34.0,0.77,-0.04379999999999995
6335,gpt-4o-mini,High School,cot,35.0,0.78,-0.03379999999999994
6336,gpt-4o-mini,High School,cot,36.0,0.78,-0.03379999999999994
6337,gpt-4o-mini,High School,cot,37.0,0.75,-0.06379999999999997
6338,gpt-4o-mini,High School,cot,38.0,0.77,-0.04379999999999995
6339,gpt-4o-mini,High School,cot,39.0,0.76,-0.05379999999999996
6340,gpt-4o-mini,High School,cot,40.0,0.76,-0.05379999999999996
6341,gpt-4o-mini,High School,cot,41.0,0.77,-0.04379999999999995
6342,gpt-4o-mini,High School,cot,42.0,0.8099999999999999,-0.0038000000000000256
6343,gpt-4o-mini,High School,cot,43.0,0.77,-0.04379999999999995
6344,gpt-4o-mini,High School,cot,44.0,0.76,-0.05379999999999996
6345,gpt-4o-mini,High School,cot,45.0,0.77,-0.04379999999999995
6346,gpt-4o-mini,High School,cot,46.0,0.77,-0.04379999999999995
6347,gpt-4o-mini,High School,cot,47.0,0.79,-0.023799999999999932
6348,gpt-4o-mini,High School,cot,48.0,0.77,-0.04379999999999995
6349,gpt-4o-mini,High School,cot,49.0,0.78,-0.03379999999999994
6350,gpt-4o-mini,High School,cot,50.0,0.74,-0.07379999999999998
6351,gpt-4o-mini,High School,cot,51.0,0.78,-0.03379999999999994
6352,gpt-4o-mini,High School,cot,52.0,0.77,-0.04379999999999995
6353,gpt-4o-mini,High School,cot,53.0,0.79,-0.023799999999999932
6354,gpt-4o-mini,High School,cot,54.0,0.75,-0.06379999999999997
6355,gpt-4o-mini,High School,cot,55.0,0.76,-0.05379999999999996
6356,gpt-4o-mini,High School,cot,56.0,0.75,-0.06379999999999997
6357,gpt-4o-mini,High School,cot,57.0,0.76,-0.05379999999999996
6358,gpt-4o-mini,High School,cot,58.0,0.76,-0.05379999999999996
6359,gpt-4o-mini,High School,cot,59.0,0.77,-0.04379999999999995
6360,gpt-4o-mini,High School,cot,60.0,0.77,-0.04379999999999995
6361,gpt-4o-mini,High School,cot,61.0,0.78,-0.03379999999999994
6362,gpt-4o-mini,High School,cot,62.0,0.76,-0.05379999999999996
6363,gpt-4o-mini,High School,cot,63.0,0.79,-0.023799999999999932
6364,gpt-4o-mini,High School,cot,64.0,0.78,-0.03379999999999994
6365,gpt-4o-mini,High School,cot,65.0,0.77,-0.04379999999999995
6366,gpt-4o-mini,High School,cot,66.0,0.76,-0.05379999999999996
6367,gpt-4o-mini,High School,cot,67.0,0.79,-0.023799999999999932
6368,gpt-4o-mini,High School,cot,68.0,0.76,-0.05379999999999996
6369,gpt-4o-mini,High School,cot,69.0,0.77,-0.04379999999999995
6370,gpt-4o-mini,High School,cot,70.0,0.78,-0.03379999999999994
6371,gpt-4o-mini,High School,cot,71.0,0.79,-0.023799999999999932
6372,gpt-4o-mini,High School,cot,72.0,0.79,-0.023799999999999932
6373,gpt-4o-mini,High School,cot,73.0,0.76,-0.05379999999999996
6374,gpt-4o-mini,High School,cot,74.0,0.76,-0.05379999999999996
6375,gpt-4o-mini,High School,cot,75.0,0.77,-0.04379999999999995
6376,gpt-4o-mini,High School,cot,76.0,0.79,-0.023799999999999932
6377,gpt-4o-mini,High School,cot,77.0,0.77,-0.04379999999999995
6378,gpt-4o-mini,High School,cot,78.0,0.77,-0.04379999999999995
6379,gpt-4o-mini,High School,cot,79.0,0.77,-0.04379999999999995
6380,gpt-4o-mini,High School,cot,80.0,0.78,-0.03379999999999994
6381,gpt-4o-mini,High School,cot,81.0,0.78,-0.03379999999999994
6382,gpt-4o-mini,High School,cot,82.0,0.75,-0.06379999999999997
6383,gpt-4o-mini,High School,cot,83.0,0.77,-0.04379999999999995
6384,gpt-4o-mini,High School,cot,84.0,0.78,-0.03379999999999994
6385,gpt-4o-mini,High School,cot,85.0,0.77,-0.04379999999999995
6386,gpt-4o-mini,High School,cot,86.0,0.76,-0.05379999999999996
6387,gpt-4o-mini,High School,cot,87.0,0.77,-0.04379999999999995
6388,gpt-4o-mini,High School,cot,88.0,0.76,-0.05379999999999996
6389,gpt-4o-mini,High School,cot,89.0,0.75,-0.06379999999999997
6390,gpt-4o-mini,High School,cot,90.0,0.79,-0.023799999999999932
6391,gpt-4o-mini,High School,cot,91.0,0.77,-0.04379999999999995
6392,gpt-4o-mini,High School,cot,92.0,0.78,-0.03379999999999994
6393,gpt-4o-mini,High School,cot,93.0,0.74,-0.07379999999999998
6394,gpt-4o-mini,High School,cot,94.0,0.78,-0.03379999999999994
6395,gpt-4o-mini,High School,cot,95.0,0.78,-0.03379999999999994
6396,gpt-4o-mini,High School,cot,96.0,0.78,-0.03379999999999994
6397,gpt-4o-mini,High School,cot,97.0,0.76,-0.05379999999999996
6398,gpt-4o-mini,High School,cot,98.0,0.76,-0.05379999999999996
6399,gpt-4o-mini,High School,cot,99.0,0.78,-0.03379999999999994
6400,llama2,College,cot,0.0,0.5411764705882354,-0.010461231510147884
6401,llama2,College,cot,1.0,0.5647058823529412,0.013068180254557915
6402,llama2,College,cot,2.0,0.6,0.048362297901616724
6403,llama2,College,cot,3.0,0.6000000000000001,0.048362297901616835
6404,llama2,College,cot,4.0,0.6470588235294118,0.09542112143102854
6405,llama2,College,cot,5.0,0.6352941176470589,0.08365641554867564
6406,llama2,College,cot,6.0,0.5882352941176471,0.036597592019263825
6407,llama2,College,cot,7.0,0.5647058823529412,0.013068180254557915
6408,llama2,College,cot,8.0,0.5647058823529412,0.013068180254557915
6409,llama2,College,cot,9.0,0.611764705882353,0.060127003783969735
6410,llama2,College,cot,10.0,0.5684210526315789,0.016783350533195684
6411,llama2,College,cot,11.0,0.6444444444444445,0.09280674234606123
6412,llama2,College,cot,12.0,0.5529411764705883,0.0013034743722050157
6413,llama2,College,cot,13.0,0.6000000000000001,0.048362297901616835
6414,llama2,College,cot,14.0,0.5684210526315789,0.016783350533195684
6415,llama2,College,cot,15.0,0.6333333333333333,0.08169563123495005
6416,llama2,College,cot,16.0,0.6375000000000001,0.08586229790161681
6417,llama2,College,cot,17.0,0.5882352941176471,0.036597592019263825
6418,llama2,College,cot,18.0,0.5625,0.010862297901616746
6419,llama2,College,cot,19.0,0.5888888888888889,0.03725118679050565
6420,llama2,College,cot,20.0,0.6111111111111112,0.05947340901272791
6421,llama2,College,cot,21.0,0.5777777777777778,0.02614007567939458
6422,llama2,College,cot,22.0,0.6210526315789474,0.06941492948056416
6423,llama2,College,cot,23.0,0.5625,0.010862297901616746
6424,llama2,College,cot,24.0,0.5625,0.010862297901616746
6425,llama2,College,cot,25.0,0.5529411764705883,0.0013034743722050157
6426,llama2,College,cot,26.0,0.5555555555555556,0.003917853457172327
6427,llama2,College,cot,27.0,0.6235294117647059,0.07189170966632263
6428,llama2,College,cot,28.0,0.6000000000000001,0.048362297901616835
6429,llama2,College,cot,29.0,0.6235294117647059,0.07189170966632263
6430,llama2,College,cot,30.0,0.5411764705882354,-0.010461231510147884
6431,llama2,College,cot,31.0,0.5789473684210527,0.0273096663226694
6432,llama2,College,cot,32.0,0.5529411764705883,0.0013034743722050157
6433,llama2,College,cot,33.0,0.6352941176470589,0.08365641554867564
6434,llama2,College,cot,34.0,0.611764705882353,0.060127003783969735
6435,llama2,College,cot,35.0,0.6333333333333333,0.08169563123495005
6436,llama2,College,cot,36.0,0.611764705882353,0.060127003783969735
6437,llama2,College,cot,37.0,0.5529411764705883,0.0013034743722050157
6438,llama2,College,cot,38.0,0.5529411764705883,0.0013034743722050157
6439,llama2,College,cot,39.0,0.5882352941176471,0.036597592019263825
6440,llama2,College,cot,40.0,0.5750000000000001,0.023362297901616813
6441,llama2,College,cot,41.0,0.611764705882353,0.060127003783969735
6442,llama2,College,cot,42.0,0.5647058823529412,0.013068180254557915
6443,llama2,College,cot,43.0,0.5555555555555556,0.003917853457172327
6444,llama2,College,cot,44.0,0.5764705882352942,0.024832886136910926
6445,llama2,College,cot,45.0,0.5882352941176471,0.036597592019263825
6446,llama2,College,cot,46.0,0.55,-0.0016377020983832091
6447,llama2,College,cot,47.0,0.6111111111111112,0.05947340901272791
6448,llama2,College,cot,48.0,0.6444444444444445,0.09280674234606123
6449,llama2,College,cot,49.0,0.6222222222222222,0.07058452012383898
6450,llama2,College,cot,50.0,0.631578947368421,0.07994124527003776
6451,llama2,College,cot,51.0,0.631578947368421,0.07994124527003776
6452,llama2,College,cot,52.0,0.6352941176470589,0.08365641554867564
6453,llama2,College,cot,53.0,0.625,0.07336229790161675
6454,llama2,College,cot,54.0,0.611764705882353,0.060127003783969735
6455,llama2,College,cot,55.0,0.6000000000000001,0.048362297901616835
6456,llama2,College,cot,56.0,0.5875,0.03586229790161677
6457,llama2,College,cot,57.0,0.6000000000000001,0.048362297901616835
6458,llama2,College,cot,58.0,0.5882352941176471,0.036597592019263825
6459,llama2,College,cot,59.0,0.6235294117647059,0.07189170966632263
6460,llama2,College,cot,60.0,0.5750000000000001,0.023362297901616813
6461,llama2,College,cot,61.0,0.6105263157894738,0.05888861369109055
6462,llama2,College,cot,62.0,0.6210526315789474,0.06941492948056416
6463,llama2,College,cot,63.0,0.6111111111111112,0.05947340901272791
6464,llama2,College,cot,64.0,0.6470588235294118,0.09542112143102854
6465,llama2,College,cot,65.0,0.5750000000000001,0.023362297901616813
6466,llama2,College,cot,66.0,0.611764705882353,0.060127003783969735
6467,llama2,College,cot,67.0,0.5750000000000001,0.023362297901616813
6468,llama2,College,cot,68.0,0.6333333333333333,0.08169563123495005
6469,llama2,College,cot,69.0,0.6222222222222222,0.07058452012383898
6470,llama2,College,cot,70.0,0.6352941176470589,0.08365641554867564
6471,llama2,College,cot,71.0,0.5529411764705883,0.0013034743722050157
6472,llama2,College,cot,72.0,0.5647058823529412,0.013068180254557915
6473,llama2,College,cot,73.0,0.6111111111111112,0.05947340901272791
6474,llama2,College,cot,74.0,0.6000000000000001,0.048362297901616835
6475,llama2,College,cot,75.0,0.5882352941176471,0.036597592019263825
6476,llama2,College,cot,76.0,0.5764705882352942,0.024832886136910926
6477,llama2,College,cot,77.0,0.6222222222222222,0.07058452012383898
6478,llama2,College,cot,78.0,0.6333333333333333,0.08169563123495005
6479,llama2,College,cot,79.0,0.6105263157894737,0.05888861369109044
6480,llama2,College,cot,80.0,0.5666666666666668,0.01502896456828351
6481,llama2,College,cot,81.0,0.5444444444444445,-0.007193257653938745
6482,llama2,College,cot,82.0,0.5888888888888889,0.03725118679050565
6483,llama2,College,cot,83.0,0.6000000000000001,0.048362297901616835
6484,llama2,College,cot,84.0,0.5894736842105264,0.03783598211214312
6485,llama2,College,cot,85.0,0.6222222222222222,0.07058452012383898
6486,llama2,College,cot,86.0,0.5875,0.03586229790161677
6487,llama2,College,cot,87.0,0.5777777777777778,0.02614007567939458
6488,llama2,College,cot,88.0,0.5777777777777778,0.02614007567939458
6489,llama2,College,cot,89.0,0.6111111111111112,0.05947340901272791
6490,llama2,College,cot,90.0,0.5882352941176471,0.036597592019263825
6491,llama2,College,cot,91.0,0.5875,0.03586229790161677
6492,llama2,College,cot,92.0,0.65,0.09836229790161677
6493,llama2,College,cot,93.0,0.5888888888888889,0.03725118679050565
6494,llama2,College,cot,94.0,0.6000000000000001,0.048362297901616835
6495,llama2,College,cot,95.0,0.5666666666666668,0.01502896456828351
6496,llama2,College,cot,96.0,0.5764705882352942,0.024832886136910926
6497,llama2,College,cot,97.0,0.611764705882353,0.060127003783969735
6498,llama2,College,cot,98.0,0.5764705882352942,0.024832886136910926
6499,llama2,College,cot,99.0,0.6210526315789474,0.06941492948056416
6500,llama2,High School,cot,0.0,0.5368421052631579,-0.014795596835225355
6501,llama2,High School,cot,1.0,0.5333333333333333,-0.018304368765049928
6502,llama2,High School,cot,2.0,0.5684210526315789,0.016783350533195684
6503,llama2,High School,cot,3.0,0.55,-0.0016377020983832091
6504,llama2,High School,cot,4.0,0.5777777777777778,0.02614007567939458
6505,llama2,High School,cot,5.0,0.5111111111111111,-0.04052659098727218
6506,llama2,High School,cot,6.0,0.5444444444444445,-0.007193257653938745
6507,llama2,High School,cot,7.0,0.5333333333333333,-0.018304368765049928
6508,llama2,High School,cot,8.0,0.5473684210526316,-0.004269281045751638
6509,llama2,High School,cot,9.0,0.5368421052631579,-0.014795596835225355
6510,llama2,High School,cot,10.0,0.5222222222222223,-0.029415479876161
6511,llama2,High School,cot,11.0,0.5666666666666668,0.01502896456828351
6512,llama2,High School,cot,12.0,0.5368421052631579,-0.014795596835225355
6513,llama2,High School,cot,13.0,0.5444444444444445,-0.007193257653938745
6514,llama2,High School,cot,14.0,0.54,-0.011637702098383218
6515,llama2,High School,cot,15.0,0.5333333333333333,-0.018304368765049928
6516,llama2,High School,cot,16.0,0.5444444444444445,-0.007193257653938745
6517,llama2,High School,cot,17.0,0.5222222222222223,-0.029415479876161
6518,llama2,High School,cot,18.0,0.5555555555555556,0.003917853457172327
6519,llama2,High School,cot,19.0,0.5444444444444445,-0.007193257653938745
6520,llama2,High School,cot,20.0,0.6,0.048362297901616724
6521,llama2,High School,cot,21.0,0.5111111111111111,-0.04052659098727218
6522,llama2,High School,cot,22.0,0.5444444444444445,-0.007193257653938745
6523,llama2,High School,cot,23.0,0.6,0.048362297901616724
6524,llama2,High School,cot,24.0,0.5555555555555556,0.003917853457172327
6525,llama2,High School,cot,25.0,0.5473684210526316,-0.004269281045751638
6526,llama2,High School,cot,26.0,0.5578947368421052,0.0062570347437219676
6527,llama2,High School,cot,27.0,0.5684210526315789,0.016783350533195684
6528,llama2,High School,cot,28.0,0.5368421052631579,-0.014795596835225355
6529,llama2,High School,cot,29.0,0.5555555555555556,0.003917853457172327
6530,llama2,High School,cot,30.0,0.5263157894736842,-0.025321912624699072
6531,llama2,High School,cot,31.0,0.5222222222222223,-0.029415479876161
6532,llama2,High School,cot,32.0,0.5111111111111111,-0.04052659098727218
6533,llama2,High School,cot,33.0,0.5473684210526316,-0.004269281045751638
6534,llama2,High School,cot,34.0,0.5578947368421052,0.0062570347437219676
6535,llama2,High School,cot,35.0,0.5368421052631579,-0.014795596835225355
6536,llama2,High School,cot,36.0,0.5555555555555556,0.003917853457172327
6537,llama2,High School,cot,37.0,0.5111111111111111,-0.04052659098727218
6538,llama2,High School,cot,38.0,0.5111111111111111,-0.04052659098727218
6539,llama2,High School,cot,39.0,0.5222222222222223,-0.029415479876161
6540,llama2,High School,cot,40.0,0.5578947368421052,0.0062570347437219676
6541,llama2,High School,cot,41.0,0.5684210526315789,0.016783350533195684
6542,llama2,High School,cot,42.0,0.5444444444444445,-0.007193257653938745
6543,llama2,High School,cot,43.0,0.5263157894736842,-0.025321912624699072
6544,llama2,High School,cot,44.0,0.5555555555555556,0.003917853457172327
6545,llama2,High School,cot,45.0,0.5222222222222223,-0.029415479876161
6546,llama2,High School,cot,46.0,0.5111111111111111,-0.04052659098727218
6547,llama2,High School,cot,47.0,0.5222222222222223,-0.029415479876161
6548,llama2,High School,cot,48.0,0.5333333333333333,-0.018304368765049928
6549,llama2,High School,cot,49.0,0.5700000000000001,0.01836229790161681
6550,llama2,High School,cot,50.0,0.5222222222222223,-0.029415479876161
6551,llama2,High School,cot,51.0,0.5555555555555556,0.003917853457172327
6552,llama2,High School,cot,52.0,0.5368421052631579,-0.014795596835225355
6553,llama2,High School,cot,53.0,0.5368421052631579,-0.014795596835225355
6554,llama2,High School,cot,54.0,0.5333333333333333,-0.018304368765049928
6555,llama2,High School,cot,55.0,0.5789473684210527,0.0273096663226694
6556,llama2,High School,cot,56.0,0.5473684210526316,-0.004269281045751638
6557,llama2,High School,cot,57.0,0.5444444444444445,-0.007193257653938745
6558,llama2,High School,cot,58.0,0.5411764705882353,-0.010461231510147995
6559,llama2,High School,cot,59.0,0.5294117647058824,-0.022225937392500894
6560,llama2,High School,cot,60.0,0.5263157894736842,-0.025321912624699072
6561,llama2,High School,cot,61.0,0.5052631578947369,-0.046374544203646395
6562,llama2,High School,cot,62.0,0.5444444444444445,-0.007193257653938745
6563,llama2,High School,cot,63.0,0.5444444444444445,-0.007193257653938745
6564,llama2,High School,cot,64.0,0.5368421052631579,-0.014795596835225355
6565,llama2,High School,cot,65.0,0.5368421052631579,-0.014795596835225355
6566,llama2,High School,cot,66.0,0.5222222222222223,-0.029415479876161
6567,llama2,High School,cot,67.0,0.5555555555555556,0.003917853457172327
6568,llama2,High School,cot,68.0,0.5473684210526316,-0.004269281045751638
6569,llama2,High School,cot,69.0,0.5666666666666667,0.015028964568283398
6570,llama2,High School,cot,70.0,0.5368421052631579,-0.014795596835225355
6571,llama2,High School,cot,71.0,0.5473684210526316,-0.004269281045751638
6572,llama2,High School,cot,72.0,0.5555555555555556,0.003917853457172327
6573,llama2,High School,cot,73.0,0.5599999999999999,0.008362297901616689
6574,llama2,High School,cot,74.0,0.58,0.028362297901616706
6575,llama2,High School,cot,75.0,0.47777777777777775,-0.07385992432060551
6576,llama2,High School,cot,76.0,0.5111111111111111,-0.04052659098727218
6577,llama2,High School,cot,77.0,0.5222222222222223,-0.029415479876161
6578,llama2,High School,cot,78.0,0.5473684210526316,-0.004269281045751638
6579,llama2,High School,cot,79.0,0.5,-0.051637702098383254
6580,llama2,High School,cot,80.0,0.5444444444444445,-0.007193257653938745
6581,llama2,High School,cot,81.0,0.5263157894736842,-0.025321912624699072
6582,llama2,High School,cot,82.0,0.5,-0.051637702098383254
6583,llama2,High School,cot,83.0,0.5647058823529412,0.013068180254557915
6584,llama2,High School,cot,84.0,0.5,-0.051637702098383254
6585,llama2,High School,cot,85.0,0.5157894736842106,-0.03584822841417268
6586,llama2,High School,cot,86.0,0.5333333333333333,-0.018304368765049928
6587,llama2,High School,cot,87.0,0.5555555555555556,0.003917853457172327
6588,llama2,High School,cot,88.0,0.5222222222222223,-0.029415479876161
6589,llama2,High School,cot,89.0,0.5555555555555556,0.003917853457172327
6590,llama2,High School,cot,90.0,0.5222222222222223,-0.029415479876161
6591,llama2,High School,cot,91.0,0.5444444444444445,-0.007193257653938745
6592,llama2,High School,cot,92.0,0.5578947368421052,0.0062570347437219676
6593,llama2,High School,cot,93.0,0.5666666666666668,0.01502896456828351
6594,llama2,High School,cot,94.0,0.5333333333333333,-0.018304368765049928
6595,llama2,High School,cot,95.0,0.5684210526315789,0.016783350533195684
6596,llama2,High School,cot,96.0,0.5666666666666667,0.015028964568283398
6597,llama2,High School,cot,97.0,0.5111111111111111,-0.04052659098727218
6598,llama2,High School,cot,98.0,0.5333333333333333,-0.018304368765049928
6599,llama2,High School,cot,99.0,0.5333333333333333,-0.018304368765049928
6600,llama3.1,College,cot,0.0,0.53,-0.052200000000000024
6601,llama3.1,College,cot,1.0,0.48,-0.10220000000000007
6602,llama3.1,College,cot,2.0,0.56,-0.022199999999999998
6603,llama3.1,College,cot,3.0,0.6100000000000001,0.027800000000000047
6604,llama3.1,College,cot,4.0,0.56,-0.022199999999999998
6605,llama3.1,College,cot,5.0,0.58,-0.0022000000000000908
6606,llama3.1,College,cot,6.0,0.56,-0.022199999999999998
6607,llama3.1,College,cot,7.0,0.55,-0.032200000000000006
6608,llama3.1,College,cot,8.0,0.6,0.017799999999999927
6609,llama3.1,College,cot,9.0,0.54,-0.042200000000000015
6610,llama3.1,College,cot,10.0,0.58,-0.0022000000000000908
6611,llama3.1,College,cot,11.0,0.58,-0.0022000000000000908
6612,llama3.1,College,cot,12.0,0.5700000000000001,-0.012199999999999989
6613,llama3.1,College,cot,13.0,0.5900000000000001,0.007800000000000029
6614,llama3.1,College,cot,14.0,0.5578947368421052,-0.02430526315789483
6615,llama3.1,College,cot,15.0,0.56,-0.022199999999999998
6616,llama3.1,College,cot,16.0,0.55,-0.032200000000000006
6617,llama3.1,College,cot,17.0,0.5700000000000001,-0.012199999999999989
6618,llama3.1,College,cot,18.0,0.55,-0.032200000000000006
6619,llama3.1,College,cot,19.0,0.58,-0.0022000000000000908
6620,llama3.1,College,cot,20.0,0.54,-0.042200000000000015
6621,llama3.1,College,cot,21.0,0.5700000000000001,-0.012199999999999989
6622,llama3.1,College,cot,22.0,0.56,-0.022199999999999998
6623,llama3.1,College,cot,23.0,0.54,-0.042200000000000015
6624,llama3.1,College,cot,24.0,0.55,-0.032200000000000006
6625,llama3.1,College,cot,25.0,0.5800000000000001,-0.0021999999999999797
6626,llama3.1,College,cot,26.0,0.56,-0.022199999999999998
6627,llama3.1,College,cot,27.0,0.6,0.017799999999999927
6628,llama3.1,College,cot,28.0,0.5684210526315789,-0.013778947368421113
6629,llama3.1,College,cot,29.0,0.5900000000000001,0.007800000000000029
6630,llama3.1,College,cot,30.0,0.6,0.017799999999999927
6631,llama3.1,College,cot,31.0,0.5900000000000001,0.007800000000000029
6632,llama3.1,College,cot,32.0,0.5894736842105264,0.007273684210526321
6633,llama3.1,College,cot,33.0,0.5894736842105264,0.007273684210526321
6634,llama3.1,College,cot,34.0,0.5700000000000001,-0.012199999999999989
6635,llama3.1,College,cot,35.0,0.53,-0.052200000000000024
6636,llama3.1,College,cot,36.0,0.5789473684210527,-0.003252631578947396
6637,llama3.1,College,cot,37.0,0.6,0.017799999999999927
6638,llama3.1,College,cot,38.0,0.6300000000000001,0.047800000000000065
6639,llama3.1,College,cot,39.0,0.62,0.037799999999999945
6640,llama3.1,College,cot,40.0,0.6,0.017799999999999927
6641,llama3.1,College,cot,41.0,0.56,-0.022199999999999998
6642,llama3.1,College,cot,42.0,0.53,-0.052200000000000024
6643,llama3.1,College,cot,43.0,0.51,-0.07220000000000004
6644,llama3.1,College,cot,44.0,0.55,-0.032200000000000006
6645,llama3.1,College,cot,45.0,0.6,0.017799999999999927
6646,llama3.1,College,cot,46.0,0.5700000000000001,-0.012199999999999989
6647,llama3.1,College,cot,47.0,0.53,-0.052200000000000024
6648,llama3.1,College,cot,48.0,0.6,0.017799999999999927
6649,llama3.1,College,cot,49.0,0.54,-0.042200000000000015
6650,llama3.1,College,cot,50.0,0.55,-0.032200000000000006
6651,llama3.1,College,cot,51.0,0.5700000000000001,-0.012199999999999989
6652,llama3.1,College,cot,52.0,0.6,0.017799999999999927
6653,llama3.1,College,cot,53.0,0.55,-0.032200000000000006
6654,llama3.1,College,cot,54.0,0.53,-0.052200000000000024
6655,llama3.1,College,cot,55.0,0.53,-0.052200000000000024
6656,llama3.1,College,cot,56.0,0.56,-0.022199999999999998
6657,llama3.1,College,cot,57.0,0.5800000000000001,-0.0021999999999999797
6658,llama3.1,College,cot,58.0,0.5578947368421053,-0.02430526315789472
6659,llama3.1,College,cot,59.0,0.5700000000000001,-0.012199999999999989
6660,llama3.1,College,cot,60.0,0.56,-0.022199999999999998
6661,llama3.1,College,cot,61.0,0.56,-0.022199999999999998
6662,llama3.1,College,cot,62.0,0.56,-0.022199999999999998
6663,llama3.1,College,cot,63.0,0.58,-0.0022000000000000908
6664,llama3.1,College,cot,64.0,0.54,-0.042200000000000015
6665,llama3.1,College,cot,65.0,0.55,-0.032200000000000006
6666,llama3.1,College,cot,66.0,0.5900000000000001,0.007800000000000029
6667,llama3.1,College,cot,67.0,0.58,-0.0022000000000000908
6668,llama3.1,College,cot,68.0,0.62,0.037799999999999945
6669,llama3.1,College,cot,69.0,0.5473684210526316,-0.034831578947368436
6670,llama3.1,College,cot,70.0,0.58,-0.0022000000000000908
6671,llama3.1,College,cot,71.0,0.5800000000000001,-0.0021999999999999797
6672,llama3.1,College,cot,72.0,0.58,-0.0022000000000000908
6673,llama3.1,College,cot,73.0,0.52,-0.06220000000000003
6674,llama3.1,College,cot,74.0,0.5700000000000001,-0.012199999999999989
6675,llama3.1,College,cot,75.0,0.54,-0.042200000000000015
